name,billing_name,print_name,sku,category,brand,unit_price,pack_size,status,stock_qty,gst_rate,unit,team_id
"SHAMPOO APPLE CIDER","SHAMPOO APPLE CIDER","","","LAFZ","LAFZ",194.21,"200 ML",available,4,18,pcs,JA
"SHAMPOO ONION AND BLACK","SHAMPOO ONION AND BLACK","","","LAFZ","LAFZ",194.21,"200 ML",available,23,18,pcs,JA
"KAJAL + MASCARRA GIFT","KAJAL + MASCARRA GIFT","","","LAFZ","LAFZ",352.4,"1+1",available,3,18,pcs,JA
"DEO PWP","DEO PWP","","","LAFZ","LAFZ",141.24,"150 ML",available,48,18,pcs,JA
"DEO LYRIC","DEO LYRIC","","","LAFZ","LAFZ",141.24,"100 GM",available,12,18,pcs,JA
"DEO CALIX","DEO CALIX","","","LAFZ","LAFZ",141.24,"100 GM",available,11,18,pcs,JA
"SERUM FRUIT AHA 10%","SERUM FRUIT AHA 10%","","","LAFZ","LAFZ",246.47,"30 ML",available,35,18,pcs,JA
"LOTION TEA TREE 250ML","LOTION TEA TREE 250ML","","","LAFZ","LAFZ",211.16,"250 ML",available,4,18,pcs,JA
"NIGHT CREAM TEA TREE","NIGHT CREAM TEA TREE","","","LAFZ","LAFZ",317.09,"50 GM",available,14,18,pcs,JA
"SERUM REMEDIST 30MLA","SERUM REMEDIST 30MLA","","","LAFZ","LAFZ",493.64,"30 ML",available,10,18,pcs,JA
"LIP MATTE 01 SAVAGE","LIP MATTE 01 SAVAGE","","M1","LAFZ","LAFZ",211.16,"NO 01",available,11,18,pcs,JA
"LIP MATTE 02 ICONIC","LIP MATTE 02 ICONIC","","M2","LAFZ","LAFZ",211.16,"NO 02",available,20,18,pcs,JA
"LIP MATTE 03 FLAME UP","LIP MATTE 03 FLAME UP","","M3","LAFZ","LAFZ",211.16,"NO 03",available,12,18,pcs,JA
"LIP MATTE 04 PREP SHOW","LIP MATTE 04 PREP SHOW","","M4","LAFZ","LAFZ",211.16,"NO 04",available,41,18,pcs,JA
"LIP MATTE 05 MELLOW DRAMA","LIP MATTE 05 MELLOW DRAMA","","M5","LAFZ","LAFZ",211.16,"NO 05",available,11,18,pcs,JA
"LIP MATTE 06 SHOCK WAVE","LIP MATTE 06 SHOCK WAVE","","M6","LAFZ","LAFZ",211.16,"NO 06",available,9,18,pcs,JA
"LIP MATTE 07 CHEER LEADER","LIP MATTE 07 CHEER LEADER","","M7","LAFZ","LAFZ",211.16,"NO 07",available,8,18,pcs,JA
"LIP MATTE 08 FRIYAY","LIP MATTE 08 FRIYAY","","M8","LAFZ","LAFZ",211.16,"NO 08",available,29,18,pcs,JA
"LIP MATTE 09 TREN SETTER","LIP MATTE 09 TREN SETTER","","M9","LAFZ","LAFZ",211.16,"NO 09",available,23,18,pcs,JA
"LIP MATTE 10 INFLUENCER","LIP MATTE 10 INFLUENCER","","M10","LAFZ","LAFZ",211.16,"NO 10",available,28,18,pcs,JA
"LIP MATTE 11 FORBIDDEN","LIP MATTE 11 FORBIDDEN","","M11","LAFZ","LAFZ",211.16,"NO 11",available,16,18,pcs,JA
"LIP MATTE 12 SHOW STOPPER","LIP MATTE 12 SHOW STOPPER","","M12","LAFZ","LAFZ",211.16,"NO 12",available,37,18,pcs,JA
"LIP MATTE 13 FASHIONISTA","LIP MATTE 13 FASHIONISTA","","M13","LAFZ","LAFZ",211.16,"NO 13",available,24,18,pcs,JA
"LIP MATTE 14 BESTIE","LIP MATTE 14 BESTIE","","M14","LAFZ","LAFZ",211.16,"NO 14",available,22,18,pcs,JA
"LIP MATTE 15 HEAD TURNER","LIP MATTE 15 HEAD TURNER","","M15","LAFZ","LAFZ",211.16,"NO 15",available,28,18,pcs,JA
"LOTION SHEA BUTTER 500ML","LOTION SHEA BUTTER 500ML","","","LAFZ","LAFZ",352.4,"500 ML",available,16,18,pcs,JA
"DEO SMALL PWP","DEO SMALL PWP","","","LAFZ","LAFZ",84.75,"100 M",available,42,18,pcs,JA
"SERUM CAFFEINE 30ML","SERUM CAFFEINE 30ML","","","LAFZ","LAFZ",246.47,"30 ML",available,10,18,pcs,JA
"LOTION COCOA BUTTER 500ML","LOTION COCOA BUTTER 500ML","","","LAFZ","LAFZ",352.4,"500 ML",available,9,18,pcs,JA
"LOTION TEA TREE 500ML","LOTION TEA TREE 500ML","","","LAFZ","LAFZ",352.4,"500 ML",available,5,18,pcs,JA
"LOTION SHEA BUTTER 250ML","LOTION SHEA BUTTER 250ML","","","LAFZ","LAFZ",211.16,"250 ML",available,5,18,pcs,JA
"LIQUID H.LIGHTER STARDUST","LIQUID H.LIGHTER STARDUST","","","LAFZ","LAFZ",599.58,"30G",available,12,18,pcs,JA
"FACE MASK CHARCOAL","FACE MASK CHARCOAL","","","LAFZ","LAFZ",140.54,"75 ML",available,56,18,pcs,JA
"FACE SCRUB CHARCOAL","FACE SCRUB CHARCOAL","","","LAFZ","LAFZ",130.65,"75 ML",available,20,18,pcs,JA
"FACE SCRUB FRUIT AHA","FACE SCRUB FRUIT AHA","","","LAFZ","LAFZ",130.65,"75 ML",available,19,18,pcs,JA
"DUAL TECH OASIS","DUAL TECH OASIS","","","LAFZ","LAFZ",176.55,"120 ML",available,11,18,pcs,JA
"DUAL TECH BREEZE","DUAL TECH BREEZE","","","LAFZ","LAFZ",176.55,"120 ML",available,4,18,pcs,JA
"POUCH SMALL","POUCH SMALL","","","LAFZ","LAFZ",70.62,"PWP",available,9,18,pcs,JA
"POUCH BIG","POUCH BIG","","","LAFZ","LAFZ",141.24,"PWP",available,4,18,pcs,JA
"DEO IFFET","DEO IFFET","","","LAFZ","LAFZ",158.9,"120 ML",available,3,18,pcs,JA
"L BRIGHT RADI. INSTA MILK","L BRIGHT RADI. INSTA MILK","","","LAFZ","LAFZ",281.78,"75 ML",outOfStock,0,18,pcs,JA
"FW 75ML VITAMIN C","FW 75ML VITAMIN C","","","LAFZ","LAFZ",105.23,"75 ML",available,60,18,pcs,JA
"FW 75ML CAFFEINE","FW 75ML CAFFEINE","","","LAFZ","LAFZ",123.59,"75 ML",available,72,18,pcs,JA
"FW 75ML TEA TREE","FW 75ML TEA TREE","","","LAFZ","LAFZ",105.23,"75 ML",available,45,18,pcs,JA
"RO BLUE SURFER","RO BLUE SURFER","","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,JA
"RO MARINE BLISS","RO MARINE BLISS","","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,JA
"RO MUSKY CALM","RO MUSKY CALM","","","LAFZ","LAFZ",140.54,"50 ML",available,29,18,pcs,JA
"RO OCEAN CREST","RO OCEAN CREST","","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,JA
"RO ROSE SPLASH","RO ROSE SPLASH","","","LAFZ","LAFZ",140.54,"50 ML",available,28,18,pcs,JA
"RO SUMMER TWIST","RO SUMMER TWIST","","","LAFZ","LAFZ",186.74,"50 ML",outOfStock,0,18,pcs,JA
"VELVET LCOLOR CORAL RUSH","VELVET LCOLOR CORAL RUSH","","","LAFZ","LAFZ",564.27,"411",available,13,18,pcs,JA
"VELVET LCOLOR WILD BERRY","VELVET LCOLOR WILD BERRY","","","LAFZ","LAFZ",564.27,"412",available,12,18,pcs,JA
"VELVET LCOLOR ROSE BLOSSO","VELVET LCOLOR ROSE BLOSSO","","","LAFZ","LAFZ",564.27,"413",available,11,18,pcs,JA
"VELVET LCOLOR PLUM POWER","VELVET LCOLOR PLUM POWER","","","LAFZ","LAFZ",564.27,"418",available,8,18,pcs,JA
"VELVET LCOLOR WATERMELON","VELVET LCOLOR WATERMELON","","","LAFZ","LAFZ",564.27,"423",available,13,18,pcs,JA
"VELVET LCOLOR VALLEY ROSE","VELVET LCOLOR VALLEY ROSE","","","LAFZ","LAFZ",564.27,"425",available,12,18,pcs,JA
"SUN SPF 50 100GM","SUN SPF 50 100GM","","","LAFZ","LAFZ",300.14,"100 GM",available,8,18,pcs,JA
"SG HYDRA 100ML","SG HYDRA 100ML","","","LAFZ","LAFZ",105.23,"100 ML",available,16,18,pcs,JA
"HAIR COLOR BURGUNDY","HAIR COLOR BURGUNDY","","","LAFZ","LAFZ",127.12,"60 ML",available,56,18,pcs,JA
"HAIR COLOR N.BLACK","HAIR COLOR N.BLACK","","","LAFZ","LAFZ",127.12,"60 ML",available,13,18,pcs,JA
"HAIR COLOR N.BROWN","HAIR COLOR N.BROWN","","","LAFZ","LAFZ",127.12,"60 ML",outOfStock,0,18,pcs,JA
"LOOFAH LOOSE","LOOFAH LOOSE","","","GUBB","GUBB",50.85,"PCS",available,246,18,pcs,JA
"SCRUBBER WITH ROPE","SCRUBBER WITH ROPE","","","GUBB","GUBB",79.45,"PCS",available,126,18,pcs,JA
"BATH BRUSH WITH LONG HAND","BATH BRUSH WITH LONG HAND","","","GUBB","GUBB",238.35,"PCS",outOfStock,0,18,pcs,JA
"EXFOLIATING BATH MITT","EXFOLIATING BATH MITT","","","GUBB","GUBB",143.01,"PCS",available,13,18,pcs,JA
"SHOWER CAP 4S DISPO","SHOWER CAP 4S DISPO","","","GUBB","GUBB",69.92,"PCS",outOfStock,0,18,pcs,JA
"LOOFAH 2+1","LOOFAH 2+1","","","GUBB","GUBB",104.88,"PCS",available,85,18,pcs,JA
"EYE LASH CURLER","EYE LASH CURLER","","","GUBB","GUBB",94.71,"PCS",available,1,18,pcs,JA
"EYE LASH PARTY SET","EYE LASH PARTY SET","","","GUBB","GUBB",111.23,"PCS",available,12,18,pcs,JA
"EYE LASH SET W/O GLUE","EYE LASH SET W/O GLUE","","","GUBB","GUBB",79.45,"PCS",available,16,18,pcs,JA
"EYE LASH GLUE","EYE LASH GLUE","","","GUBB","GUBB",73.1,"PCS",available,11,18,pcs,JA
"EYE DREAMY KIT","EYE DREAMY KIT","","","GUBB","GUBB",177.33,"PCS",available,2,18,pcs,JA
"BEAUTY BLENDING SPONGE","BEAUTY BLENDING SPONGE","","","GUBB","GUBB",79.45,"PCS",available,90,18,pcs,JA
"MAKEUP WEDGES LATEX FREE","MAKEUP WEDGES LATEX FREE","","","GUBB","GUBB",126.49,"PCS",available,10,18,pcs,JA
"TWEEZER FLAT TIP","TWEEZER FLAT TIP","","","GUBB","GUBB",60.38,"PCS",outOfStock,0,18,pcs,JA
"TWEEZER SLANT TIP","TWEEZER SLANT TIP","","","GUBB","GUBB",111.23,"PCS",available,51,18,pcs,JA
"TWEEZER SLANT TIP BOX","TWEEZER SLANT TIP BOX","","","GUBB","GUBB",858.07,"24 PCS",available,9,18,pcs,JA
"TWEEZER DUAL FUNCTION","TWEEZER DUAL FUNCTION","","","GUBB","GUBB",127.12,"PCS",available,3,18,pcs,JA
"TWEEZER TRIO MINI SET","TWEEZER TRIO MINI SET","","","GUBB","GUBB",139.83,"PCS",outOfStock,0,18,pcs,JA
"COMPRESSED COTTON TOWEL","COMPRESSED COTTON TOWEL","","","GUBB","GUBB",174.79,"PCS",available,18,18,pcs,JA
"OIL ABSORBING SHEET 50PCS","OIL ABSORBING SHEET 50PCS","","","GUBB","GUBB",92.15,"PCS",available,6,5,pcs,JA
"SAFETY SCISSOR","SAFETY SCISSOR","","","GUBB","GUBB",111.23,"PCS",available,61,18,pcs,JA
"GROOMING SCISSOR","GROOMING SCISSOR","","","GUBB","GUBB",187.5,"PCS",available,66,18,pcs,JA
"SCISSOR A/P LARGE","SCISSOR A/P LARGE","","","GUBB","GUBB",136.66,"PCS",available,41,18,pcs,JA
"SCISSOR A/P MEDIUM","SCISSOR A/P MEDIUM","","","GUBB","GUBB",85.81,"PCS",available,62,18,pcs,JA
"SCISSOR A/P SET 1PC","SCISSOR A/P SET 1PC","","","GUBB","GUBB",132.84,"PCS",outOfStock,0,18,pcs,JA
"DUAL POCKET MIRROR","DUAL POCKET MIRROR","","","GUBB","GUBB",125,"PCS",available,12,5,pcs,JA
"PIMPLE & B/H REMOVER","PIMPLE & B/H REMOVER","","","GUBB","GUBB",85.81,"PCS",available,1,18,pcs,JA
"SOOTHING EYE MASK GEL","SOOTHING EYE MASK GEL","","","GUBB","GUBB",117.59,"PCS",available,34,18,pcs,JA
"COTTON BALLS  50S","COTTON BALLS  50S","","","GUBB","GUBB",45.71,"PCS",outOfStock,0,5,pcs,JA
"COTTON BALLS 100S","COTTON BALLS 100S","","","GUBB","GUBB",77.86,"PCS",outOfStock,0,5,pcs,JA
"COTTON PADS NON WOVEN 100","COTTON PADS NON WOVEN 100","","","GUBB","GUBB",117.86,"PCS",available,61,5,pcs,JA
"COTTON BUDS SMALL 100S","COTTON BUDS SMALL 100S","","","GUBB","GUBB",56.43,"PCS",outOfStock,0,5,pcs,JA
"COTTON BUDS REG 200S","COTTON BUDS REG 200S","","","GUBB","GUBB",103.57,"PCS",available,150,5,pcs,JA
"MAKEUP BLUSH BRUSH","MAKEUP BLUSH BRUSH","","","GUBB","GUBB",126.49,"PCS",outOfStock,0,18,pcs,JA
"MAKEUP BUFFER BRUSH","MAKEUP BUFFER BRUSH","","","GUBB","GUBB",190.68,"PCS",available,1,18,pcs,JA
"MAKEUP EYE LINER BRUSH","MAKEUP EYE LINER BRUSH","","","GUBB","GUBB",92.16,"PCS",available,14,18,pcs,JA
"MAKEUP EYE SHADOW BRUSH","MAKEUP EYE SHADOW BRUSH","","","GUBB","GUBB",104.88,"PCS",available,14,18,pcs,JA
"MAKEUP FAN BRUSH","MAKEUP FAN BRUSH","","","GUBB","GUBB",130.3,"PCS",available,13,18,pcs,JA
"MAKEUP FOUNDATION BRUSH","MAKEUP FOUNDATION BRUSH","","","GUBB","GUBB",190.68,"PCS",available,7,18,pcs,JA
"MAKEUP LIP BRUSH","MAKEUP LIP BRUSH","","","GUBB","GUBB",79.45,"PCS",available,11,18,pcs,JA
"MAKEUP POWDER BRUSH","MAKEUP POWDER BRUSH","","","GUBB","GUBB",136.66,"PCS",available,1,18,pcs,JA
"DERMA ROLLER 0.5","DERMA ROLLER 0.5","","","GUBB","GUBB",331.43,"PCS",outOfStock,0,5,pcs,JA
"EYEBROW RAZOR 3PCS.","EYEBROW RAZOR 3PCS.","","","GUBB","GUBB",85.81,"PCS",available,60,18,pcs,JA
"EYEBROW RAZOR 3PCS - FOLD","EYEBROW RAZOR 3PCS - FOLD","","","GUBB","GUBB",190.05,"PCS",outOfStock,0,18,pcs,JA
"BEAUTY BLENDER 4PCS 849/-","BEAUTY BLENDER 4PCS 849/-","","","GUBB","GUBB",539.63,"PCS",available,4,18,pcs,JA
"PUMICE STONE WITH/G","PUMICE STONE WITH/G","","","GUBB","GUBB",103.57,"PCS",outOfStock,0,5,pcs,JA
"PEDICURE FILE SINGLE","PEDICURE FILE SINGLE","","","GUBB","GUBB",81.99,"PCS",available,1,18,pcs,JA
"PEDICURE FILE CURVED","PEDICURE FILE CURVED","","","GUBB","GUBB",104.88,"PCS",available,42,18,pcs,JA
"PEDICURE FILE DUAL","PEDICURE FILE DUAL","","","GUBB","GUBB",120.13,"PCS",outOfStock,0,18,pcs,JA
"FOOT BRUSH 2IN1 WITH PUMIC STONE","FOOT BRUSH 2IN1 W PUMICE","FOOT BRUSH 2IN1 WITH PUMIC STONE","","GUBB","GUBB",113.77,"PCS",outOfStock,0,18,pcs,JA
"CALLUS REMOVER 2IN1","CALLUS REMOVER 2IN1","","","GUBB","GUBB",151.91,"PCS",outOfStock,0,18,pcs,JA
"PEDICURE KIT 5IN1","PEDICURE KIT 5IN1","","","GUBB","GUBB",174.79,"PCS",available,7,18,pcs,JA
"NAIL CLIPPER TOE","NAIL CLIPPER TOE","","","GUBB","GUBB",117.59,"PCS",available,35,18,pcs,JA
"NAIL CLIPPER FINGER","NAIL CLIPPER FINGER","","","GUBB","GUBB",66.74,"PCS",outOfStock,0,18,pcs,JA
"NAIL CLIPPER CURVED","NAIL CLIPPER CURVED","","","GUBB","GUBB",120.13,"PCS",outOfStock,0,18,pcs,JA
"NAIL CLIPPER GOLD","NAIL CLIPPER GOLD","","","GUBB","GUBB",244.71,"PCS",available,24,18,pcs,JA
"NAIL CLIPPER SET(L&M)","NAIL CLIPPER SET(L&M)","","","GUBB","GUBB",162.08,"PCS",available,25,18,pcs,JA
"BABY NAIL CLIPPER MAG","BABY NAIL CLIPPER MAG","","","GUBB","GUBB",143.01,"PCS",available,30,18,pcs,JA
"BABY COMB&BRUSH SET BOY","BABY COMB&BRUSH SET BOY","","","GUBB","GUBB",174.79,"PCS",available,12,18,pcs,JA
"BABY COMB&BRUSH SET GIRL","BABY COMB&BRUSH SET GIRL","","","GUBB","GUBB",174.79,"PCS",outOfStock,0,18,pcs,JA
"HAIR COLORING BRUSH LARGE","HAIR COLORING BRUSH LARGE","","","GUBB","GUBB",47.67,"PCS",available,36,18,pcs,JA
"HAIR COLORING KIT","HAIR COLORING KIT","","","GUBB","GUBB",187.5,"PCS",available,16,18,pcs,JA
"SHELL DETANGLE","SHELL DETANGLE","","","GUBB","GUBB",120.72,"PCS",available,2,5,pcs,JA
"SHELL DRESSING","SHELL DRESSING","","","GUBB","GUBB",99.29,"PCS",available,25,5,pcs,JA
"SHELL TAIL COMB","SHELL TAIL COMB","","","GUBB","GUBB",96.43,"PCS",outOfStock,0,5,pcs,JA
"SHELL LICE","SHELL LICE","","","GUBB","GUBB",73.57,"PCS",outOfStock,0,5,pcs,JA
"SHELL OV CUSH SMALL","SHELL OV CUSH SMALL","","","GUBB","GUBB",212.92,"PCS",outOfStock,0,18,pcs,JA
"SHELL ROUND BRUSH","SHELL ROUND BRUSH","","","GUBB","GUBB",251.07,"PCS",outOfStock,0,18,pcs,JA
"SHELL STYLING BRUSH","SHELL STYLING BRUSH","","","GUBB","GUBB",225.64,"PCS",outOfStock,0,18,pcs,JA
"SCOTT DRESSING","SCOTT DRESSING","","","GUBB","GUBB",125,"PCS",available,45,5,pcs,JA
"SCOTT DETANGLING","SCOTT DETANGLING","","","GUBB","GUBB",164.29,"PCS",available,18,5,pcs,JA
"SCOTT SUPER","SCOTT SUPER","","","GUBB","GUBB",160.72,"PCS",available,14,5,pcs,JA
"TANGLE ERASER BRUSH","TANGLE ERASER BRUSH","","","GUBB","GUBB",304.46,"PCS",available,7,18,pcs,JA
"SCOTT OV CUSH SMALL","SCOTT OV CUSH SMALL","","","GUBB","GUBB",225.64,"PCS",outOfStock,0,18,pcs,JA
"SCOTT OV CUSH MINI","SCOTT OV CUSH MINI","","","GUBB","GUBB",155.72,"PCS",available,13,18,pcs,JA
"ELITE PADDLE BRUSH","ELITE PADDLE BRUSH","","","GUBB","GUBB",279.67,"PCS",available,14,18,pcs,JA
"ELITE ROUND BRUSH","ELITE ROUND BRUSH","","","GUBB","GUBB",193.86,"PCS",available,9,18,pcs,JA
"ELITE STYLING BRUSH","ELITE STYLING BRUSH","","","GUBB","GUBB",225.64,"PCS",available,28,18,pcs,JA
"ELITE VENT BRUSH","ELITE VENT BRUSH","","","GUBB","GUBB",244.71,"PCS",available,17,18,pcs,JA
"VOGUE PADDLE MED","VOGUE PADDLE MED","","","GUBB","GUBB",219.29,"PCS",available,18,18,pcs,JA
"VOGUE PADDLE LARGE","VOGUE PADDLE LARGE","","","GUBB","GUBB",238.35,"PCS",available,12,18,pcs,JA
"VOGUE OVAL BRUSH","VOGUE OVAL BRUSH","","","GUBB","GUBB",206.57,"PCS",available,26,18,pcs,JA
"VOGUE ROUND BRUSH","VOGUE ROUND BRUSH","","","GUBB","GUBB",168.44,"PCS",available,10,18,pcs,JA
"STYLER STYLING BRUSH","STYLER STYLING BRUSH","","","GUBB","GUBB",158.9,"PCS",available,29,18,pcs,JA
"HAIR ROLLER SMALL","HAIR ROLLER SMALL","","","GUBB","GUBB",139.29,"PCS",available,8,5,pcs,JA
"HAIR ROLLER LARGE","HAIR ROLLER LARGE","","","GUBB","GUBB",160.72,"PCS",available,12,5,pcs,JA
"HAIR ROLLER MEDIUM","HAIR ROLLER MEDIUM","","","GUBB","GUBB",146.43,"PCS",available,3,5,pcs,JA
